actor,benefactor,self-act,total-act,self-ratio
auditor,auditor,1,1,1.0
womb,womb,1,1,1.0
accomplice,accomplice,1,1,1.0
turning,turning,1,1,1.0
elect,elect,1,1,1.0
empson,empson,1,1,1.0
aught,aught,1,1,1.0
savage,savage,1,1,1.0
dawn,dawn,1,1,1.0
insomuch,insomuch,1,1,1.0
surpris,surpris,1,1,1.0
casement,casement,1,1,1.0
companionship,companionship,1,1,1.0
meal,meal,1,1,1.0
tempter,tempter,1,1,1.0
shun,shun,1,1,1.0
misbehaviour,misbehaviour,1,1,1.0
compeer,compeer,1,1,1.0
slop,slop,1,1,1.0
effluvium,effluvium,1,1,1.0
carcass,carcass,1,1,1.0
mortification,mortification,1,1,1.0
science,science,1,1,1.0
intemperance,intemperance,1,1,1.0
delusion,delusion,1,1,1.0
holiday,holiday,1,1,1.0
watching,watching,1,1,1.0
arduousness,arduousness,1,1,1.0
misapprehension,misapprehension,1,1,1.0
waller,waller,1,1,1.0
stake,stake,1,1,1.0
accomplishment,accomplishment,1,1,1.0
chal,chal,1,1,1.0
chance,chance,1,1,1.0
teller,teller,1,1,1.0
inferiority,inferiority,1,1,1.0
yea,yea,1,1,1.0
oer,oer,1,1,1.0
prude,prude,1,1,1.0
valour,valour,1,1,1.0
doat,doat,1,1,1.0
equivalent,equivalent,1,1,1.0
equality,equality,1,1,1.0
midnight,midnight,1,1,1.0
reparation,reparation,1,1,1.0
offering,offering,1,1,1.0
bashfulness,bashfulness,1,1,1.0
goose,goose,1,1,1.0
cravat,cravat,1,1,1.0
cushion,cushion,1,1,1.0
baronet,baronet,1,1,1.0
battle,battle,1,1,1.0
hunch,hunch,1,1,1.0
baboon,baboon,1,1,1.0
cord,cord,1,1,1.0
sore,sore,1,1,1.0
diggs,diggs,1,1,1.0
rencounter,rencounter,1,1,1.0
diet,diet,1,1,1.0
cocker,cocker,1,1,1.0
singer,singer,1,1,1.0
israel,israel,1,1,1.0
reformer,reformer,1,1,1.0
imitator,imitator,1,1,1.0
pitch,pitch,1,1,1.0
desperation,desperation,1,1,1.0
hemm,hemm,1,1,1.0
partition,partition,1,1,1.0
sentence,sentence,1,1,1.0
butchery,butchery,1,1,1.0
depredation,depredation,1,1,1.0
biddy,biddy,1,1,1.0
mixture,mixture,1,1,1.0
vessel,vessel,1,1,1.0
fansy,fansy,1,1,1.0
eastern,eastern,1,1,1.0
castle,castle,1,1,1.0
stump,stump,1,1,1.0
host,host,1,1,1.0
coxcomb,coxcomb,1,1,1.0
chaplain,chaplain,1,1,1.0
passive,passive,1,1,1.0
glotes,glotes,1,1,1.0
comrade,comrade,1,1,1.0
apostasy,apostasy,1,1,1.0
scoff,scoff,1,1,1.0
dinner,dinner,1,1,1.0
personality,personality,1,1,1.0
saddler,saddler,1,1,1.0
recrimination,recrimination,1,1,1.0
al,al,1,1,1.0
associate,associate,1,1,1.0
riser,riser,1,1,1.0
legislature,legislature,1,1,1.0
tat,tat,1,1,1.0
tack,tack,1,1,1.0
significance,significance,1,1,1.0
so,so,1,1,1.0
bettertons,bettertons,1,1,1.0
bias,bias,1,1,1.0
foil,foil,1,1,1.0
meridian,meridian,1,1,1.0
that,that,1,1,1.0
aegr,aegr,1,1,1.0
nunc,nunc,1,1,1.0
proce,proce,1,1,1.0
ovid,ovid,1,1,1.0
hart,hart,1,1,1.0
sky,sky,1,1,1.0
ribband,ribband,1,1,1.0
agitation,agitation,1,1,1.0
blameable,blameable,1,1,1.0
obligingly,obligingly,1,1,1.0
bullet,bullet,1,1,1.0
congress,congress,1,1,1.0
waiter,waiter,1,1,1.0
ating,ating,1,1,1.0
interval,interval,1,1,1.0
mowbay,mowbay,1,1,1.0
devill,devill,1,1,1.0
camel,camel,1,1,1.0
swallowers,swallowers,1,1,1.0
holy,holy,1,1,1.0
writ,writ,1,1,1.0
confin,confin,1,1,1.0
intreaty,intreaty,1,1,1.0
france,france,1,1,1.0
removal,removal,1,1,1.0
alarm,alarm,1,1,1.0
assemblage,assemblage,1,1,1.0
demonstration,demonstration,1,1,1.0
sobbing,sobbing,1,1,1.0
digression,digression,1,1,1.0
tideings,tideings,1,1,1.0
reprimand,reprimand,1,1,1.0
pestilence,pestilence,1,1,1.0
famine,famine,1,1,1.0
slly,slly,1,1,1.0
georgic,georgic,1,1,1.0
vocative,vocative,1,1,1.0
imperfection,imperfection,1,1,1.0
following,following,1,1,1.0
engag,engag,1,1,1.0
toad,toad,1,1,1.0
bawl,bawl,1,1,1.0
process,process,1,1,1.0
product,product,1,1,1.0
trim,trim,1,1,1.0
gothamite,gothamite,1,1,1.0
rant,rant,1,1,1.0
reed,reed,1,1,1.0
gust,gust,1,1,1.0
likest,likest,1,1,1.0
chicaning,chicaning,1,1,1.0
chicaneriers,chicaneriers,1,1,1.0
practicers,practicers,1,1,1.0
dad,dad,1,1,1.0
wriing,wriing,1,1,1.0
appeaance,appeaance,1,1,1.0
heir,heir,1,1,1.0
perquisite,perquisite,1,1,1.0
coddard,coddard,1,1,1.0
series,series,1,1,1.0
thread,thread,1,1,1.0
independency,independency,1,1,1.0
artifice,artifice,1,1,1.0
snatch,snatch,1,1,1.0
fatigue,fatigue,1,1,1.0
repenters,repenters,1,1,1.0
visage,visage,1,1,1.0
great,great,1,1,1.0
majesty,majesty,1,1,1.0
employ,employ,1,1,1.0
championess,championess,1,1,1.0
conshence,conshence,1,1,1.0
indede,indede,1,1,1.0
grate,grate,1,1,1.0
headstrongness,headstrongness,1,1,1.0
tenure,tenure,1,1,1.0
rustling,rustling,1,1,1.0
hysteric,hysteric,1,1,1.0
constable,constable,1,1,1.0
bein,bein,1,1,1.0
transgression,transgression,1,1,1.0
endearment,endearment,1,1,1.0
heaving,heaving,1,1,1.0
ingrossments,ingrossments,1,1,1.0
swell,swell,1,1,1.0
cavalcade,cavalcade,1,1,1.0
hazard,hazard,1,1,1.0
hath,hath,1,1,1.0
vault,vault,1,1,1.0
stedfast,stedfast,1,1,1.0
hopeing,hopeing,1,1,1.0
bound,bound,1,1,1.0
chiding,chiding,1,1,1.0
mighty,mighty,1,1,1.0
brilliancy,brilliancy,1,1,1.0
stupidity,stupidity,1,1,1.0
pertness,pertness,1,1,1.0
guess,guess,1,1,1.0
resolveing,resolveing,1,1,1.0
lightning,lightning,1,1,1.0
inspection,inspection,1,1,1.0
blighting,blighting,1,1,1.0
ungen,ungen,1,1,1.0
straw,straw,1,1,1.0
maturest,maturest,1,1,1.0
inference,inference,1,1,1.0
won,won,1,1,1.0
unbidden,unbidden,1,1,1.0
sternness,sternness,1,1,1.0
double,double,1,1,1.0
petulance,petulance,1,1,1.0
weapon,weapon,1,1,1.0
billow,billow,1,1,1.0
flower,flower,1,1,1.0
cascade,cascade,1,1,1.0
dashings,dashings,1,1,1.0
trifling,trifling,1,1,1.0
obstruction,obstruction,1,1,1.0
thunder,thunder,1,1,1.0
dismission,dismission,1,1,1.0
maturity,maturity,1,1,1.0
dross,dross,1,1,1.0
disaster,disaster,1,1,1.0
cannot,cannot,1,1,1.0
oee,oee,1,1,1.0
bottom,bottom,1,1,1.0
see,see,1,1,1.0
bluntness,bluntness,1,1,1.0
tone,tone,1,1,1.0
misty,misty,1,1,1.0
transcript,transcript,1,1,1.0
gate,gate,1,1,1.0
reflecter,reflecter,1,1,1.0
me,me,1,1,1.0
mistiness,mistiness,1,1,1.0
rainbow,rainbow,1,1,1.0
worthy,worthy,1,1,1.0
isicle,isicle,1,1,1.0
fal,fal,1,1,1.0
lal,lal,1,1,1.0
access,access,1,1,1.0
retch,retch,1,1,1.0
ave,ave,1,1,1.0
wrath,wrath,1,1,1.0
solidity,solidity,1,1,1.0
detractor,detractor,1,1,1.0
tomlison,tomlison,1,1,1.0
nphew,nphew,1,1,1.0
ado,ado,1,1,1.0
incoherence,incoherence,1,1,1.0
simile,simile,1,1,1.0
correspondest,correspondest,1,1,1.0
gold,gold,1,1,1.0
scoundrel,scoundrel,1,1,1.0
fry,fry,1,1,1.0
perverseness,perverseness,1,1,1.0
persecutor,persecutor,1,1,1.0
conceit,conceit,1,1,1.0
planter,planter,1,1,1.0
sollicitous,sollicitous,1,1,1.0
vileness,vileness,1,1,1.0
righthand,righthand,1,1,1.0
bedew,bedew,1,1,1.0
tryal,tryal,1,1,1.0
peculiars,peculiars,1,1,1.0
disturbance,disturbance,1,1,1.0
oxford,oxford,1,1,1.0
emblazon,emblazon,1,1,1.0
ivy,ivy,1,1,1.0
put,put,1,1,1.0
lecture,lecture,1,1,1.0
vamp,vamp,1,1,1.0
suppos,suppos,1,1,1.0
unworthiness,unworthiness,1,1,1.0
cunning,cunning,1,1,1.0
soil,soil,1,1,1.0
ratcliffe,ratcliffe,1,1,1.0
intricacy,intricacy,1,1,1.0
recollecting,recollecting,1,1,1.0
twinkler,twinkler,1,1,1.0
poison,poison,1,1,1.0
poniard,poniard,1,1,1.0
er,er,1,1,1.0
disreputation,disreputation,1,1,1.0
superciliousness,superciliousness,1,1,1.0
leisure,leisure,1,1,1.0
complimenters,complimenters,1,1,1.0
scipio,scipio,1,1,1.0
dastardiz,dastardiz,1,1,1.0
female,female,1,1,1.0
riving,riving,1,1,1.0
pleasantry,pleasantry,1,1,1.0
falshoods,falshoods,1,1,1.0
frowarder,frowarder,1,1,1.0
misconstruction,misconstruction,1,1,1.0
peny,peny,1,1,1.0
attitude,attitude,1,1,1.0
cl,cl,1,1,1.0
lovel,lovel,1,1,1.0
observer,observer,1,1,1.0
compunction,compunction,1,1,1.0
damp,damp,1,1,1.0
quantity,quantity,1,1,1.0
cry,cry,1,1,1.0
disobligation,disobligation,1,1,1.0
competitor,competitor,1,1,1.0
royal,royal,1,1,1.0
duke,duke,1,1,1.0
prognostic,prognostic,1,1,1.0
confederacy,confederacy,1,1,1.0
obliger,obliger,1,1,1.0
initial,initial,1,1,1.0
booty,booty,1,1,1.0
level,level,1,1,1.0
unman,unman,1,1,1.0
streights,streights,1,1,1.0
tart,tart,1,1,1.0
disposal,disposal,1,1,1.0
cohabitation,cohabitation,1,1,1.0
hudibras,hudibras,1,1,1.0
wickeder,wickeder,1,1,1.0
lark,lark,1,1,1.0
reversiona,reversiona,1,1,1.0
element,element,1,1,1.0
haggard,haggard,1,1,1.0
shilling,shilling,1,1,1.0
forborn,forborn,1,1,1.0
score,score,1,1,1.0
madness,madness,1,1,1.0
beggar,beggar,1,1,1.0
fram,fram,1,1,1.0
suspension,suspension,1,1,1.0
bespoke,bespoke,1,1,1.0
permission,permission,1,1,1.0
dew,dew,1,1,1.0
tiresias,tiresias,1,1,1.0
horseman,horseman,1,1,1.0
socrates,socrates,1,1,1.0
ingratitude,ingratitude,1,1,1.0
demise,demise,1,1,1.0
magistracy,magistracy,1,1,1.0
allegiance,allegiance,1,1,1.0
eel,eel,1,1,1.0
trifler,trifler,1,1,1.0
theirs,theirs,1,1,1.0
behoves,behoves,1,1,1.0
litigation,litigation,1,1,1.0
failing,failing,1,1,1.0
default,default,1,1,1.0
ladiship,ladiship,1,1,1.0
beforend,beforend,1,1,1.0
trix,trix,1,1,1.0
cuurse,cuurse,1,1,1.0
negligence,negligence,1,1,1.0
remissness,remissness,1,1,1.0
mishap,mishap,1,1,1.0
kensington,kensington,1,1,1.0
noon,noon,1,1,1.0
aesop,aesop,1,1,1.0
malignity,malignity,1,1,1.0
dorca,dorca,1,1,1.0
pet,pet,1,1,1.0
discharg,discharg,1,1,1.0
proficiency,proficiency,1,1,1.0
blackwall,blackwall,1,1,1.0
intercession,intercession,1,1,1.0
mantle,mantle,1,1,1.0
die,die,1,1,1.0
show,show,1,1,1.0
excuser,excuser,1,1,1.0
distressful,distressful,1,1,1.0
uld,uld,1,1,1.0
clue,clue,1,1,1.0
bustlings,bustlings,1,1,1.0
shelburne,shelburne,1,1,1.0
viler,viler,1,1,1.0
unconcernedness,unconcernedness,1,1,1.0
machinery,machinery,1,1,1.0
promiser,promiser,1,1,1.0
cross,cross,1,1,1.0
howemiss,howemiss,1,1,1.0
amends,amends,1,1,1.0
hole,hole,1,1,1.0
tommy,tommy,1,1,1.0
altamont,altamont,1,1,1.0
cuckold,cuckold,1,1,1.0
essence,essence,1,1,1.0
quarreller,quarreller,1,1,1.0
canon,canon,1,1,1.0
on,on,1,1,1.0
deposite,deposite,1,1,1.0
roomatise,roomatise,1,1,1.0
streight,streight,1,1,1.0
privacy,privacy,1,1,1.0
impudent,impudent,1,1,1.0
fervency,fervency,1,1,1.0
unhand,unhand,1,1,1.0
sceptic,sceptic,1,1,1.0
thinkest,thinkest,1,1,1.0
feat,feat,1,1,1.0
brain,brain,1,1,1.0
historian,historian,1,1,1.0
ambassador,ambassador,1,1,1.0
indiscreetest,indiscreetest,1,1,1.0
riot,riot,1,1,1.0
sponge,sponge,1,1,1.0
implacable,implacable,1,1,1.0
upwards,upwards,1,1,1.0
recreant,recreant,1,1,1.0
iffp,iffp,1,1,1.0
whither,whither,1,1,1.0
basis,basis,1,1,1.0
ink,ink,1,1,1.0
wedn,wedn,1,1,1.0
disloyalty,disloyalty,1,1,1.0
contract,contract,1,1,1.0
lengthening,lengthening,1,1,1.0
disobedience,disobedience,1,1,1.0
director,director,1,1,1.0
reprieve,reprieve,1,1,1.0
rush,rush,1,1,1.0
irreconcileableness,irreconcileableness,1,1,1.0
rout,rout,1,1,1.0
employer,employer,1,1,1.0
hunt,hunt,1,1,1.0
incense,incense,1,1,1.0
sculptor,sculptor,1,1,1.0
charmingly,charmingly,1,1,1.0
school,school,1,1,1.0
blow,blow,1,1,1.0
spurrier,spurrier,1,1,1.0
impute,impute,1,1,1.0
blundering,blundering,1,1,1.0
falshood,falshood,1,1,1.0
